name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13617, USA",2021-09-02,62.4,49.9,57.5,62.4,48.1,57.4,48.3,72.07,0,,0,,0,0,19.5,10.5,293.6,1014.2,35.4,90.7,,,0,,2021-09-02T06:24:33,2021-09-02T19:34:57,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-03,71,55.9,62.3,71,55.9,62.3,53.5,73.94,0,,0,,0,0,,8.5,299.7,1017.9,48.1,91,,,0,,2021-09-03T06:25:43,2021-09-03T19:33:08,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-04,73.6,51.2,63.1,73.6,51.2,63.1,53.3,72.84,0,,0,,0,0,,6.8,255.6,1015.5,21.3,90.7,,,0,,2021-09-04T06:26:53,2021-09-04T19:31:18,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-05,71.8,59.7,64.7,71.8,59.7,64.7,59.5,83.59,0.36,,45.83,,0,0,24.3,11.3,199.8,1006.5,41.2,89.6,,,0,,2021-09-05T06:28:03,2021-09-05T19:29:28,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-06,69.9,58.9,62.8,69.9,58.9,62.8,56.5,80.94,0.69,,29.17,,0,0,27.7,10.8,239.4,1006.6,29.8,121.9,,,0,,2021-09-06T06:29:13,2021-09-06T19:27:38,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-07,72.6,50.4,62,72.6,50.4,62,53.8,76.27,0,,0,,0,0,,8.7,213.3,1011.5,11.8,160.9,,,0,,2021-09-07T06:30:23,2021-09-07T19:25:47,0,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-08,71.9,62.3,65.7,71.9,62.3,65.7,61.3,86,0.5,,50,,0,0,23.6,10.9,201.8,1005.2,38.3,89.8,,,0,,2021-09-08T06:31:33,2021-09-08T19:23:56,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-09,73.9,56.1,64.2,73.9,56.1,64.2,57.8,81.4,0.06,,8.33,,0,0,18.6,7.7,258.7,1007.7,27.8,87.5,,,0,,2021-09-09T06:32:43,2021-09-09T19:22:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-10,68,52.6,59.4,68,52.6,59.4,49.8,73.25,0.05,,8.33,,0,0,20.8,14.3,299.7,1013.3,46.7,90.5,,,0,,2021-09-10T06:33:53,2021-09-10T19:20:12,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-11,73.9,50.6,62.9,73.9,50.6,62.9,53.3,72.92,0,,0,,0,0,25.8,13.6,218.8,1015.9,24.1,90.7,,,0,,2021-09-11T06:35:03,2021-09-11T19:18:20,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-12,72.1,60.1,67.9,72.1,60.1,67.9,56.3,67.44,0.02,,12.5,,0,0,30.7,16.1,241.7,1012.3,29.5,90.5,,,0,,2021-09-12T06:36:13,2021-09-12T19:16:28,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-13,71.1,54.3,62.3,71.1,54.3,62.3,52.5,72.37,0,,0,,0,0,,7.9,264.7,1017,33.9,90.8,,,0,,2021-09-13T06:37:23,2021-09-13T19:14:35,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-14,73.7,46.7,61,73.7,46.7,61,54.1,79.5,0,,0,,0,0,21.9,11.7,76.5,1015.1,22,90.6,,,0,,2021-09-14T06:38:33,2021-09-14T19:12:43,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-15,76.1,55.1,65.9,76.1,55.1,65.9,59.5,80.58,0.6,,33.33,,0,0,32,16.9,231.8,1011.4,36.1,90.4,,,0,,2021-09-15T06:39:44,2021-09-15T19:10:50,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-16,74,46.7,60,74,46.7,60,51.1,76.68,0,,0,,0,0,,5.9,113,1023.6,5.2,70.2,,,0,,2021-09-16T06:40:54,2021-09-16T19:08:57,0.39,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-17,78,50.4,64.9,78,50.4,64.9,59.6,84.1,0.05,,4.17,,0,0,,7.9,141.6,1022.1,35.3,90.9,,,0,,2021-09-17T06:42:04,2021-09-17T19:07:04,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-18,72.1,52.8,64.6,72.1,52.8,64.6,55,74.32,0,,0,,0,0,20.6,10.5,283.7,1019.2,23.5,91.7,,,0,,2021-09-18T06:43:15,2021-09-18T19:05:11,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-19,68.4,44,55.7,68.4,44,55.7,46.2,73.88,0,,0,,0,0,,5.8,184.7,1024,0,90.8,,,0,,2021-09-19T06:44:26,2021-09-19T19:03:17,0.49,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-20,75.5,40.8,58.4,75.5,40.8,58.4,49.7,75.73,0,,0,,0,0,24.2,7.2,87.9,1024.8,0.3,91.4,,,0,,2021-09-20T06:45:36,2021-09-20T19:01:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-21,73.1,57.7,65.2,73.1,57.7,65.2,55.1,70.87,0,,0,,0,0,21.9,11.1,166.8,1022.5,5.4,92.4,,,0,,2021-09-21T06:46:47,2021-09-21T18:59:31,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-22,72.9,62.4,67.4,72.9,62.4,67.4,63.6,87.77,0.31,,62.5,,0,0,26.4,6.6,117.5,1015.4,49.9,90.3,,,0,,2021-09-22T06:47:58,2021-09-22T18:57:38,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-23,74,63.2,69.3,74,63.2,69.3,65.5,87.99,0.54,,83.33,,0,0,34.4,8.4,113.7,1010.6,47.1,87.8,,,0,,2021-09-23T06:49:09,2021-09-23T18:55:45,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-24,62.4,53.9,58.9,62.4,53.9,58.9,52.5,79.95,0.25,,20.83,,0,0,26.5,12.9,197,1014,40.4,91.3,,,0,,2021-09-24T06:50:20,2021-09-24T18:53:52,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-25,71.7,43.9,57.7,71.7,43.9,57.7,49.5,77.45,0,,0,,0,0,18.3,6.4,179.4,1014.7,4,93.8,,,0,,2021-09-25T06:51:32,2021-09-25T18:51:59,0.6,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-26,65.7,49.5,57.4,65.7,48.5,57.4,49.1,75.03,0.02,,8.33,,0,0,26,11.9,241.1,1010.8,32.1,93.9,,,0,,2021-09-26T06:52:43,2021-09-26T18:50:07,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-27,61.6,48.5,56.2,61.6,47.4,56,54.2,93.08,0.53,,54.17,,0,0,23,9.1,234.2,1008.5,54.2,88.2,,,0,,2021-09-27T06:53:55,2021-09-27T18:48:14,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-28,58.5,43.7,50.9,58.5,43,50.5,43.6,77.92,0.15,,4.17,,0,0,18.3,8.2,289.8,1013,34.4,90.3,,,0,,2021-09-28T06:55:07,2021-09-28T18:46:22,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-29,57.5,42.8,50,57.5,41.3,49.6,43.7,80.2,0.01,,4.17,,0,0,,9,292.7,1016.6,48.7,90.9,,,0,,2021-09-29T06:56:19,2021-09-29T18:44:30,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-09-30,59.6,45.3,51.1,59.6,43.2,50.4,44.2,79.12,0.01,,8.33,,0,0,,6.8,323.7,1021.1,32.2,95.8,,,0,,2021-09-30T06:57:32,2021-09-30T18:42:39,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-01,62.5,40.1,51.2,62.5,37.6,50.2,43.6,77.58,0,,0,,0,0,19.7,10.4,250,1022.5,23.5,91.3,,,0,,2021-10-01T06:58:44,2021-10-01T18:40:47,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-02,62.1,52.8,57,62.1,52.8,57,55.4,94.45,0.88,,95.83,,0,0,23,8.7,186.1,1016.4,46.9,110.6,,,0,,2021-10-02T06:59:57,2021-10-02T18:38:56,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-03,56,53.5,55,56,53.5,55,53.7,95.19,0.43,,62.5,,0,0,,7.1,63.1,1015,60.4,91.2,,,0,,2021-10-03T07:01:10,2021-10-03T18:37:06,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-04,59.5,49.2,54.8,59.5,45.3,54.3,50.9,86.8,0.01,,4.17,,0,0,,12,52.2,1017.1,58.1,88,,,0,,2021-10-04T07:02:23,2021-10-04T18:35:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-05,64.3,49,57.4,64.3,49,57.4,53.6,87.45,0,,0,,0,0,,6.3,36.9,1024,49,88.7,,,0,,2021-10-05T07:03:37,2021-10-05T18:33:26,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-06,70.1,44.3,54.4,70.1,44.3,54.4,49.5,86.37,0,,0,,0,0,,3.7,188.7,1028.5,19.5,88.4,,,0,,2021-10-06T07:04:51,2021-10-06T18:31:37,0,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-07,68.8,45.1,55.4,68.8,45.1,55.5,50.9,86.09,0,,0,,0,0,,4.9,192,1025.1,33.1,93.6,,,0,,2021-10-07T07:06:05,2021-10-07T18:29:49,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-08,72.2,42.9,56.7,72.2,42.9,56.7,50.7,82.62,0,,0,,0,0,,7.1,88.6,1021.5,12.1,91,,,0,,2021-10-08T07:07:19,2021-10-08T18:28:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-09,70,52.9,60.4,70,52.9,60.4,52.7,77.47,0,,0,,0,0,33.3,7.3,102.6,1022,25.5,92.4,,,0,,2021-10-09T07:08:34,2021-10-09T18:26:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-10,68.5,54.5,60.4,68.5,54.5,60.4,53.8,79.59,0.11,,37.5,,0,0,,6.3,126.3,1021.1,46.3,91.1,,,0,,2021-10-10T07:09:49,2021-10-10T18:24:26,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-11,73.8,55.3,62.2,73.8,55.3,62.2,55.7,80.55,0,,0,,0,0,,7.1,148.2,1018.3,22,90.9,,,0,,2021-10-11T07:11:04,2021-10-11T18:22:40,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-12,75.8,53,62,75.8,53,62,55.3,80.69,0,,0,,0,0,,6.3,116.2,1017,0.7,90.5,,,0,,2021-10-12T07:12:20,2021-10-12T18:20:55,0.21,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-13,69.3,52.9,61.4,69.3,52.9,61.4,57.9,88.59,0.03,,16.67,,0,0,,8,202.5,1014.6,42.5,90.4,,,0,,2021-10-13T07:13:35,2021-10-13T18:19:10,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-14,72.1,59.1,64.3,72.1,59.1,64.3,59.4,85.09,0,,0,,0,0,,6.5,240.2,1014.1,49.6,90.4,,,0,,2021-10-14T07:14:52,2021-10-14T18:17:26,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-15,68.5,59.1,64.1,68.5,59.1,64.1,61,89.81,0.01,,8.33,,0,0,,7.3,138,1010.5,58,88.6,,,0,,2021-10-15T07:16:08,2021-10-15T18:15:43,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-16,67.4,52.5,62.3,67.4,52.5,62.3,60.1,92.37,0.97,,83.33,,0,0,27.6,12.4,179.4,1001.9,57.7,86.9,,,0,,2021-10-16T07:17:25,2021-10-16T18:14:00,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-17,54.3,44,48.6,54.3,41,46.8,43.9,84.09,0.05,,16.67,,0,0,21.9,8.3,262.8,1007.1,40.5,89.9,,,0,,2021-10-17T07:18:42,2021-10-17T18:12:19,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-18,50.4,42.8,45.8,50.4,39.5,42.4,38.2,75.36,0.01,,12.5,,0,0,23,11.4,289.8,1011.1,50.8,90.4,,,0,,2021-10-18T07:19:59,2021-10-18T18:10:38,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-19,62.4,38.6,48.7,62.4,34.4,46.5,39.9,73.07,0,,0,,0,0,25.3,10.8,245.2,1012.3,38.8,90.5,,,0,,2021-10-19T07:21:17,2021-10-19T18:08:59,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-20,68.5,46,57.2,68.5,46,57,48.8,75.09,0,,0,,0,0,32.2,10.5,240.1,1012.7,5.6,90.3,,,0,,2021-10-20T07:22:35,2021-10-20T18:07:20,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-21,62.9,52.9,56.9,62.9,52.9,56.8,53.5,88.72,0.12,,33.33,,0,0,21.9,7.7,234.3,1010.1,48.7,89.4,,,0,,2021-10-21T07:23:54,2021-10-21T18:05:42,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-22,57.3,32.6,44.1,57.3,32.6,40.9,39.4,84.1,0.87,,41.67,,0,0,23.1,15.4,247.9,1011.3,52.4,90.9,,,0,,2021-10-22T07:25:12,2021-10-22T18:04:06,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-23,47,31.4,37.9,44,31.4,37,31.2,78.94,0,,0,,0,0,,7.1,229.2,1016.5,22.3,90.8,,,0,,2021-10-23T07:26:31,2021-10-23T18:02:30,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-24,53.8,30.2,40.8,53.8,30.2,40.5,32.6,75.27,0,,0,,0,0,,6.2,199.7,1019.4,28.8,91.1,,,0,,2021-10-24T07:27:50,2021-10-24T18:00:56,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-25,45,35.5,42.8,40.3,34,37.5,39.8,89.11,0.17,,62.5,,0,0,31.6,17.6,56.4,1015.8,54.3,89.7,,,0,,2021-10-25T07:29:10,2021-10-25T17:59:23,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-26,48.9,43.4,45.8,44.3,37.4,40.4,43.8,92.62,1.11,,95.83,,0,0,26.4,13.6,44.3,1008.9,60.8,88,,,0,,2021-10-26T07:30:30,2021-10-26T17:57:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-27,54.1,41.3,46.9,54.1,36.6,44,37.3,70.45,0.01,,12.5,,0,0,26.4,14.8,26.2,1014.5,1.4,90.7,,,0,,2021-10-27T07:31:50,2021-10-27T17:56:20,0.69,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-28,49.6,38.8,42.8,45.5,33.3,38.1,35.7,76.48,0.01,,12.5,,0,0,23,12.6,56.9,1016.6,23,90.8,,,0,,2021-10-28T07:33:10,2021-10-28T17:54:51,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-29,55.2,34.4,43.8,55.2,30.5,40.3,35.8,74.96,0.02,,20.83,,0,0,24.9,14,68.1,1013.1,13.1,90.1,,,0,,2021-10-29T07:34:31,2021-10-29T17:53:23,0.79,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-30,51.7,41.6,46.8,51.7,37.2,44,42.4,84.87,0.3,,70.83,,0,0,24.2,12.3,62.9,1006.8,47,88.1,,,0,,2021-10-30T07:35:51,2021-10-30T17:51:56,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-10-31,52.5,47.2,49.8,52.5,44.9,48.3,47.9,93.2,0.59,,62.5,,0,0,23,11.8,175.6,1000,57.3,87.2,,,0,,2021-10-31T07:37:12,2021-10-31T17:50:31,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-01,50.5,39.6,46.4,50.5,35.4,41.4,34.8,64.46,0.03,,20.83,,0,0,27.8,16,243.9,1012.5,32.8,90.6,,,0,,2021-11-01T07:38:34,2021-11-01T17:49:07,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-02,46.4,34,39.6,42.1,29.2,34.8,32.7,76.87,0.14,,54.17,,0,0,24.2,13.4,224.7,1019,45.8,90.9,,,0,,2021-11-02T07:39:55,2021-11-02T17:47:44,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-03,41.3,27.9,35.1,36.2,27.9,32.4,28.4,78.71,0.01,,12.5,,0,0,17.2,10.4,241.8,1023.5,44.1,91.4,,,0,,2021-11-03T07:41:16,2021-11-03T17:46:24,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-04,42.4,23.8,31.2,39.8,23.8,30.3,25,79.54,0,,0,,0,0,,5.9,170.6,1027,27.6,91.7,,,0,,2021-11-04T07:42:38,2021-11-04T17:45:04,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-05,46.7,24.4,33.7,42.6,24.4,31.2,24.7,72.54,0,,0,,0,0,18.3,8.1,251.3,1027.9,12.8,91.8,,,0,,2021-11-05T07:43:59,2021-11-05T17:43:47,0,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-06,50,27.7,37.7,50,26.1,34.9,28.3,71.3,0,,0,,0,0,19.7,12.3,227.8,1027,7.4,91.6,,,0,,2021-11-06T07:45:21,2021-11-06T17:42:31,0.02,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-07,56.6,29.8,42.6,56.6,26.6,41.4,31.2,65.92,0,,0,,0,0,23,12.6,185.8,1020.8,8.7,87.9,,,0,,2021-11-07T06:46:43,2021-11-07T16:41:17,0.05,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-08,58.3,32.2,44.5,58.3,32.2,43.3,39.3,82.86,0,,4.17,,0,0,,7.9,230.9,1019.8,14.8,90.7,,,0,,2021-11-08T06:48:04,2021-11-08T16:40:04,0.09,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-09,56.9,40.4,48.6,56.9,40.4,47.5,42.2,79.12,0.02,,16.67,,0,0,,7.8,241.3,1018.3,22.8,91,,,0,,2021-11-09T06:49:26,2021-11-09T16:38:53,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-10,53.3,29.5,41.8,53.3,29.5,40.6,31,69.17,0.06,,12.5,,0,0,23,11.7,281.4,1019.7,11.5,92,,,0,,2021-11-10T06:50:47,2021-11-10T16:37:44,0.19,Rain,Clear conditions throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-11,47.1,25.5,37.8,42.5,25.5,34.7,29.4,73.06,0,,0,,0,0,41.4,12.4,92.3,1023.1,13.9,91.3,,,0,,2021-11-11T06:52:09,2021-11-11T16:36:37,0.25,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-12,53.4,40,47.5,53.4,35.2,45.4,41.8,80.88,0.81,,50,,0,0,40.3,13.5,167.6,1011,37.5,89.7,,,0,,2021-11-12T06:53:30,2021-11-12T16:35:32,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-13,44.6,34.4,38.8,41.8,29.7,35.5,34.9,85.75,0.13,,45.83,,0,0,23,9.3,184,1005.9,40.7,89.8,,,0,,2021-11-13T06:54:51,2021-11-13T16:34:29,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-14,43,32.4,37.8,39.1,27.4,33.2,32.2,80.98,0.15,,33.33,,0.74,0.74,19.5,10.3,203.2,1007.5,44.1,90.9,,,0,,2021-11-14T06:56:11,2021-11-14T16:33:28,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-15,38.3,32.8,35,35.2,26.1,29.6,32,89.14,0.18,,41.67,,0.68,1.25,27.7,12.4,259.3,1007.1,58.6,89.2,,,0,,2021-11-15T06:57:32,2021-11-15T16:32:29,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-16,38.5,27.3,33.2,32.1,25,28.5,25.5,74.33,0,,0,,0.15,1.4,23,12.1,246.8,1018.3,45.1,90.5,,,0,,2021-11-16T06:58:52,2021-11-16T16:31:31,0.46,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2021-11-17,40.1,22.7,32.7,35.5,18.1,28.7,28.1,83.36,0.29,,33.33,,0.54,1.18,26.4,9.2,76.3,1019.5,43.1,90.2,,,0,,2021-11-17T07:00:12,2021-11-17T16:30:36,0.48,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
